IDN,MAY_21,JUN,JUL,AUG,SEP,NOV,DECE,JAN,FEB,MAR,APR,MAY
C2728576450,7173.70378560,7228.92319380,7253.83923660,7203.39760800,7227.68854500,11483.10741260,25401.83937900,34518.39927200,51322.43108960,55215.45294000,56871.34742600,56071.32477400
U1799402690,254796.05320000,252783.24440000,253835.92700000,252048.06540000,252698.88920000,255598.01340000,254769.69220000,256158.62400000,260062.39520000,264075.71100000,260936.40880000,255124.10120000
E1720514840,72443.81109677,161646.05800000,162203.20600000,161075.28000000,161618.45000000,161297.82600000,198283.97433870,23564.10000000,93570.35875000,121641.37500000,211077.69132333,333709.17576128
A1775437070,209917.54080000,211533.37590000,212262.47130000,210786.44400000,211497.24750000,211077.67230000,210163.68450000,211215.12720000,212679.92130000,217237.18500000,223752.06150000,75540.32485000
F1726658820,630020.05782873,5604895.16288473,8686224.39972363,6185880.22660645,5854489.02500000,6043106.48100000,6663534.86806451,3967745.60000000,857144.51625000,679230.65638015,295287.86551000,291133.98149000
K2797622030,377110.36262400,380013.16035200,381322.95766400,378671.32032000,379948.25680000,379194.50294400,377552.55216000,379441.43641600,290900.33790400,189680.40480000,195368.86192000,192620.56208000
H2719379280,22927.62757687,6363.65228333,95783.78975000,112312.11300387,374905.11097083,411107.25927812,552895.79637397,809783.86926640,1129834.84142320,1178700.51973209,1076421.05213150,1270044.84953674
M1729882250,181888.29871122,107786.72485480,234964.43381602,425448.03851961,568205.71860849,910637.59742986,1029441.81300450,915210.01173840,1277384.23885682,1959387.91222739,1311136.22764875,1929319.37031949
Q2752869850,177005.56800000,178368.06400000,178982.84800000,177738.24000000,178337.60000000,97334.89500000,76190.92306451,80701.43200000,140233.44632000,272276.32950000,280441.81305000,276496.77195000
L1752674810,290327.85148800,292562.64297400,293571.02321800,291529.59384000,292512.67535000,291932.37907800,290668.28217000,292122.48699200,294148.38021800,300451.33410000,309461.77739000,305108.50561000
F2710690900,22269.51302400,22440.93205200,22518.27956400,22361.69232000,22437.09930000,22392.58784400,22295.62566000,22407.17001600,22562.56556400,23046.03180000,23737.17522000,23403.25878000
F2776112350,61130.80890720,61601.36180310,61813.68418170,61383.84519600,61590.84072750,61468.65479070,61202.48926050,61508.68350480,61935.25123170,81081.57960048,87918.05145350,86681.28749650
F2734384940,21074.72544000,21236.94762000,21310.14534000,21161.95920000,21233.32050000,21191.19714000,21099.43710000,28334.02921805,45637.76962571,109246.35719353,128181.64570000,149543.06365482
F1534469140,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000,335497.00000000
B2796612090,216959.53424283,250374.41533650,251237.38475550,249490.33434000,250331.65316250,249835.03699050,248753.22585750,160916.38427760,119318.47964190,118193.03821451,7959.55950000,104738.61198870
F1790656420,1631493.50880000,1644051.88990000,1649718.46930000,1638246.68400000,1643771.09750000,1640510.13030000,1633406.55450000,1641578.43920000,1652962.91930000,1688382.28500000,1739016.35150000,1714553.19850000
F1258605460,339316.70995611,882017.66272000,883006.92736000,879752.53440000,880801.55328000,879350.85312000,877750.76736000,880004.83008000,881994.42496000,889366.32768000,900534.83776000,894671.17632000
F1708007040,320823.90348278,298576.15503170,299605.26214190,297521.87197200,298525.16034250,297932.93630490,296642.85637350,298126.95181360,300194.48649190,306626.99515500,251079.99054278,179313.95510700
K1795427680,1227594.18317280,1237043.55916190,1241307.29657330,1232675.51420400,1236832.28089750,1234378.61231430,1229033.62731450,1235182.44621520,1243748.53702330,628087.36890000,1242657.23841833,2543662.47960935
D2729817580,307389.52881600,309755.65214300,310823.29180100,308661.89388000,309702.74807500,309088.34957100,307749.96556500,309289.62954400,311434.57830100,318107.93745000,327647.89685500,323038.79664500
F2708135040,20054.45428320,20208.82295110,20278.47701770,20137.46487600,20205.37142750,20165.28734670,20077.96960050,21791.32231460,23818.35806770,26302.12296176,28976.13403350,30559.30188424
L1793161480,511127.48762632,555911.94146600,557828.01186200,553948.99656000,555816.99565000,554714.34760200,552312.37803000,555075.58052800,558925.07486200,570901.61190000,588022.77601000,579750.92099000
R2727670970,123586.00000000,123586.00000000,203902.74877741,228284.93200000,228637.99250000,267200.20767620,324290.93422000,325295.05507200,377732.30128800,404030.90560000,412441.36224000,408377.96576000
A2777122090,62447.56439040,452066.89070550,1003512.00183218,1135714.30539600,653201.12153916,1383257.57176115,1766620.14886350,1775458.49723760,1787771.44643790,1826079.46285500,1880843.02545450,1854384.76319550
E2724327700,190191.76908387,312701.51220000,313779.30540000,311597.35200000,312648.10500000,312027.86340000,310676.75100000,312231.05760000,314396.40540000,321133.23000000,330763.91700000,326110.98300000
F1743368140,9085.08734880,9155.01958490,9186.57433430,9122.69288400,9153.45597250,9135.29704530,9095.74027950,9141.24599920,9204.64128430,9401.87653500,9683.83592650,9547.61112350
F1733530450,4770853.20000000,4807576.72500000,4824147.07500000,4790601.00000000,4806755.62500000,1758980.60250000,4287414.19354838,5342991.36000000,5380045.44000000,5495328.00000000,7932395.93094758,13096809.77922450
A2702344810,1191597.54932762,1398769.46474055,1046482.22021836,970601.42893354,987355.57075865,1294391.97137490,1288787.12242350,1256792.63797360,1147508.10226260,1198525.58501789,1261072.00513282,1274690.43109242
E2726235860,1041441.24400000,1044346.27200000,1045379.73600000,1041979.94000000,1043075.82800000,1041560.31200000,1039888.73600000,1042243.50800000,1044321.99600000,1052023.26800000,1063690.77600000,1057565.13200000
T2752417270,54163.70380800,54580.62758400,54768.75148800,54387.90144000,54571.30560000,54463.04524800,54227.21472000,54498.51187200,54876.46348800,56052.34560000,57733.33824000,56921.18976000
F1743770540,11295.06451612,50021.00000000,111510.26874838,128892.34400000,129158.31000000,129001.31480000,128659.32200000,129052.74720000,129600.83880000,131306.06000000,133743.77400000,132566.02600000
M1727529080,69115.14288000,69647.15499000,69887.20893000,69401.22840000,69635.25975000,69497.11503000,69196.18545000,69542.37192000,70024.65393000,71525.12850000,73670.14515000,72633.80985000
E2299368990,385927.45248000,388898.11954000,390238.54078000,387524.90640000,388831.69850000,388060.32138000,386379.98070000,388313.02832000,391006.01078000,399384.41100000,411361.82690000,405575.10310000
K2796058570,89332.49760000,90020.13230000,90330.40610000,89702.26800000,90004.75750000,240825.07021000,331443.91350000,461815.03081280,580790.47620440,558110.70048094,378194.44072966,539515.69631422
Q1790758080,91351.46736000,92054.64303000,92371.92921000,91729.59480000,92038.92075000,91856.33091000,91458.58365000,91916.14824000,92553.59421000,103044.00804838,361094.94455000,359725.19045000
F1727366190,60098.92176000,60561.53173000,60770.27011000,60347.68680000,60551.18825000,60431.06481000,60169.39215000,60470.41784000,60889.78511000,62194.51950000,64059.71405000,63158.57095000
A1720608250,534169.61568000,538281.37314000,540136.67598000,536380.68240000,538189.43850000,537121.76058000,534795.96870000,537471.53712000,541198.94598000,552795.65100000,569373.82290000,561364.30710000
A2790947330,58481.42632258,96151.53450000,96482.94150000,95812.02000000,96135.11250000,95944.39650000,95528.94750000,96006.87600000,96672.69150000,98744.17500000,101705.48250000,100274.76750000
A1770650450,816702.26328774,819619.09088640,822444.08484480,816724.98662400,819479.10576000,817853.39614080,814312.00771200,818385.98661120,824061.56004480,841719.38976000,866962.29590400,854766.53289600
A2722356070,481912.46882166,457480.64014800,443499.01896370,330641.05480644,679588.86310000,333141.19262400,736822.03387528,699948.03537680,795251.69692430,812292.19453500,836652.58812650,824883.19892350
D2225825900,189340.64352000,190798.08846000,191455.71522000,190124.37360000,254335.79670333,388735.91825120,286586.84250000,288020.62800000,290018.07450000,296232.52500000,305116.44750000,300824.30250000
A1719651740,4422235.20240000,4456275.24895000,4471634.76264994,4440539.98200000,4455514.14875000,4446675.15315000,4427420.59725000,4449570.85160000,4480428.98765000,4576434.74250000,4713680.61575000,4647372.15925000
F2779963650,3401.82576000,3428.01123000,3439.82661000,3415.90680000,3427.42575000,3420.62631000,3405.81465000,3422.85384000,3446.59161000,3520.44450000,3626.02155000,3575.01345000
F2798264100,301966.52072640,304290.90058220,318748.26258972,372012.24607200,444176.26478750,497412.46061640,495258.61404600,497736.37824960,501188.22054840,511927.58358000,527280.13468200,519862.76071800
S1222323990,388164.00000000,388164.00000000,388164.00000000,388164.00000000,388164.00000000,388164.00000000,388164.00000000,388164.00000000,546430.10569275,1966267.07306999,3101515.13973566,4916909.97481906
U2729599320,49246.76748448,98403.98870820,98743.15927740,98056.52071200,98387.18200500,98191.99827540,97766.81693100,112166.03163360,171304.56975940,174975.25053000,180222.70458700,288782.91088235
B2798322800,161526.50245161,223099.43005000,780253.35300000,366585.12000000,210134.00516266,333831.99227880,332386.46578200,334049.38544320,336366.04512280,343573.63086000,353877.29859400,348899.22320600
B1798737250,267889.07688960,269951.14646080,286686.93151205,309544.47532800,310588.30572000,309972.15041760,308629.93946400,310174.00592640,312325.08790560,319017.52872000,328584.76648800,323962.48711200
Y2722443640,345381.83798880,348040.40617990,349240.00249930,265877.97923961,168166.78375000,167833.16895000,167106.43425000,167942.46280000,169107.15745000,172730.75250000,177910.89475000,175408.18025000
F2786033890,414594.33393120,417785.66360510,419225.65199570,416310.44751600,417714.30877750,416885.63338470,415080.47617050,417157.11152080,420050.13004570,429050.88196500,441917.98622350,435701.42172650
A2728498290,186131.31131520,187564.05249960,188210.53245720,186901.75713600,187532.01789000,187159.98570120,186349.56391800,187281.86527680,188580.68025720,192621.55014000,198398.21130600,195607.29689400
A2778681960,297314.04000000,299602.60750000,300635.25250000,298544.70000000,299551.43750000,298957.17750000,297662.66250000,299151.86000000,301226.50250000,307681.12500000,316908.38750000,312450.36250000
A1792796950,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000,5152.00000000
E2775611310,96246.77760000,96987.63480000,97321.92360000,96645.16800000,96971.07000000,142943.24580000,142324.28700000,143036.33120000,152134.39505000,229913.73967741,239965.97900000,236590.32100000
C2724569260,13560.03225806,23695.00000000,33064.16129032,37159.06451612,49282.00000000,49282.00000000,49282.00000000,49282.00000000,49282.00000000,49282.00000000,53612.66666666,64917.16129032
O1221240220,1732943.72680000,1719254.01560000,1726413.62300000,1714253.84460000,1718680.29080000,1738398.09660000,1732764.43780000,1742210.97600000,1768761.68480000,1796057.43900000,1774706.11120000,1735174.87880000
H1779769080,1403849.96664960,1414656.06719080,1419531.98441560,1409660.86612800,1414414.45397000,1411608.49202760,1405496.08361400,1412527.73896640,1422323.73381560,1452801.00822000,1496370.06453800,1214870.27766845
D1790766910,56951.54150400,57389.92459200,57587.73134400,57187.27872000,57380.12280000,57266.29022400,161403.45880354,57303.58233600,57700.98734400,58937.39280000,60704.90712000,59850.95688000
F2714867800,5871.00000000,5871.00000000,5871.00000000,5871.00000000,5871.00000000,5871.00000000,7416.00000000,8254.70967740,10273.14285714,12383.74193548,14010.00000000,14838.74193548
C2726872170,181076.00000000,181076.00000000,181076.00000000,181076.00000000,166828.00000000,74216.00000000,82875.67741935,60026.93548387,44668.71428571,54051.00000000,54051.00000000,37365.19354838
N1723978600,151225.74193238,313831.17660533,505056.21819825,525302.31344400,527073.71162250,526028.08544730,523750.33030950,526370.63772720,530021.06094630,541378.24843500,557614.01593650,53203.54143033
M2721311430,421195.81190400,424437.95629200,425900.87324400,422939.25072000,424365.46530000,423523.59512400,421689.69486000,423799.39593600,426738.47924400,435882.54780000,448954.53162000,442638.98238000
O2224725350,695348.25487473,725109.71131940,726488.35867580,723697.33690400,791240.31320500,848124.75120980,845860.09174700,900813.65094880,1039161.19121820,1054461.50459000,1102889.89700641,1137172.51650150
F2759914230,115883.05622880,116775.06319990,117177.55363930,116362.72628400,116755.11884750,116523.49620030,164895.45941095,180047.39931920,255945.85443350,295997.84716548,321307.37071700,316787.46418300
A2728325450,695539.63236232,716429.26406100,718898.59202700,713899.52676000,716306.90302500,691330.82522700,396207.71656403,254279.15353418,281001.87527555,367368.70579514,451488.39901833,514107.57558917
C2720192980,154665.00000000,154665.00000000,154665.00000000,149675.77419354,77332.00000000,77332.00000000,77332.00000000,77332.00000000,77332.00000000,77332.00000000,77332.00000000,77332.00000000
F1221602740,549397.09065290,535884.55228000,537731.59396000,533992.32480000,535793.02700000,534730.10316000,532414.66740000,535078.32224000,538789.13396000,550334.20200000,566838.55580000,558864.70420000
G1726466820,1301924.35260000,1311945.88323750,1099126.31719798,955169.46750000,814382.83018750,525601.48050750,459750.36581250,462050.48330000,465254.84101250,475224.23062500,489476.05943750,482590.48431250
P2757793230,12219.00000000,12219.00000000,12219.00000000,12219.00000000,12219.00000000,12219.00000000,12219.00000000,12219.00000000,13191.57142857,19027.00000000,19027.00000000,19027.00000000
R1735888420,449926.02816000,453389.32268000,454952.02676000,451788.38880000,453311.88700000,452412.59196000,450453.59940000,452707.20544000,455846.76676000,465614.56200000,479578.19980000,472831.86020000
C1723784540,2782107.14073600,2803522.34192800,2813185.28629600,2793623.00448000,2993917.92838541,4621585.98727497,5485282.98223872,6210790.97705360,7156445.90620932,6610425.37002772,6337244.58849725,7114503.71744221
T2798106300,2295605.67766077,3347892.56905273,5491917.32202007,8219048.25411014,10368452.41188514,12742404.20299382,15203856.73445773,14993024.53732160,16302238.91047675,17508862.19533931,14964647.55781523,14624142.26109761
A1596364020,1281.13132830,3078.52130460,3089.13209220,3067.65093600,3077.99551500,3071.88928620,3058.58769300,3073.88971680,3095.20739220,3161.53089000,3256.34423100,3210.53646900
L1734443550,27546.49152000,27758.52996000,27854.20572000,27660.51360000,27753.78900000,27698.73012000,27578.79180000,27716.76768000,27908.98572000,28507.01400000,29361.93060000,28948.88940000
H2729742200,20144051.26316206,20216012.02017950,20285690.86545650,20144628.56022000,20212559.26873750,19010453.68427660,11917821.83460750,12033461.57689200,12173956.21365550,12768711.06022982,13458973.92776250,13812828.83064072
E1756822680,55355.72568000,55781.82501500,55974.08910500,55584.85740000,55772.29787500,55661.65495500,55420.63432500,55697.90212000,56084.17160500,57285.93225000,59003.91977500,58173.89772500
F1772431360,106197.01534900,114889.37832330,121104.11616568,150309.06382800,159153.21133250,314261.83829010,332283.73755150,351854.85926640,484855.81965810,782281.45308869,1043987.61596000,1462828.87891551
B1725853980,2209892.39078400,2226902.98303200,2234578.48442400,2219039.70912000,2226522.64380000,2222105.59490400,2212483.65156000,2223552.64185600,2238973.16042400,2286949.43880000,2355534.35052000,2322398.49348000
S2792697240,1790331.51356903,1809483.00858000,1814752.66806000,1804084.43280000,1809221.88450000,1811267.42341440,3631785.95319369,7856669.05812400,8233118.49298910,8529090.33056919,8883839.98433050,8857120.84964079
N1717938510,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000,73328.00000000
H2295626010,48983.42709383,2717.32597500,68553.76866977,138397.54687200,138864.24415500,160925.72860140,266375.27528680,350404.01987360,387517.14738440,448510.92603000,461961.63103700,455463.10786300
F2728093600,39255.26709677,153285.05500000,153813.38500000,152743.80000000,153258.87500000,152954.83500000,152292.52500000,153054.44000000,154115.88500000,157418.25000000,162139.17500000,159858.32500000
L2731485190,16221.61461212,29076.78143300,32623.32278628,32620.53031858,36052.33910250,35980.81728570,35825.01668550,36004.24818480,36253.94057670,37030.78291500,46918.45873516,50585.27771150
Q2720467620,274189.64539680,276300.21343890,277252.54171230,275324.58752400,276253.02332250,275704.98348330,352863.43286588,547114.80168240,550909.08736710,562713.85939500,579589.47532050,571436.25352950
F1798205900,547610.97600000,416727.25352533,259469.19746000,257664.90480000,258533.78950000,258020.90166000,256903.64490000,258188.92624000,259979.48746000,265550.27700000,273514.04830000,269666.46170000
A1714097290,530136.10129920,534216.81088160,536058.10433120,532330.47225600,534125.57044000,533065.95455520,530757.72472800,533413.08993280,537112.35313120,548621.49144000,565074.48157600,557125.44562400
F1713241680,285919.30656000,288120.16338000,289113.23166000,287102.80080000,288070.95450000,287499.46986000,286254.56790000,287686.69104000,289681.82166000,295889.06700000,304762.68930000,300475.52070000
F1716991210,320300.12560000,317769.85520000,319093.16600000,316845.67320000,317663.81360000,321308.25720000,320266.98760000,322012.99200000,326920.36160000,331965.43800000,328019.07040000,320712.50960000
A1742378460,55635.69602926,58787.88429360,274763.79603641,538622.54928928,613670.26110658,351226.57231440,380789.47841922,432156.72492160,456473.39794540,546101.65458000,562479.07558200,554566.54981800
V2720911070,164880.68659200,166149.85161600,166722.52291200,165563.17056000,166121.47440000,165791.91715200,165074.02128000,165899.88172800,167050.41091200,170629.93440000,175747.07376000,173274.79824000
N2732488400,80758.79040000,81380.42920000,95156.80850322,122639.38560000,123052.94400000,122808.82752000,122277.05280000,124275.89805419,127919.61654857,133715.12464516,160865.15440000,232818.66789999
D2722959640,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,89915.00000000,247406.20000000,286779.00000000
G1726827830,586665.95520000,582031.47840000,584455.27200000,580338.73440000,581837.25120000,588512.46240000,586605.25920000,589803.26400000,598791.66720000,608032.29600000,600804.07680000,587421.28320000
B2759603420,3484.45579354,17059.35145000,40526.08015000,40497.88200000,40751.49458333,27209.44565000,49880.98475000,57152.94256773,78799.62657856,83092.92395161,93241.97825000,115841.38223387
Q2797541090,81119.43924480,81743.85413040,82025.60195280,81455.21366399,81729.89286000,81567.75440880,81214.55773200,81620.87176320,82186.91915280,83948.00436000,86465.57924400,85249.24755600
R2790616770,3178785.97743652,4054830.86842829,4704872.62543210,4672155.95914800,4687911.16970750,4678611.13724910,4658352.27493650,4766219.32964240,5015432.11478210,5609957.96614500,4563119.65183750,3324242.27044256
K2798741630,5448.45264000,5490.39197000,5509.31579000,5471.00520000,5489.45425000,5478.56409000,5454.84135000,5482.13176000,5520.15079000,5638.43550000,5807.53045000,5725.83455000
D1727127660,1310532.63120000,1320620.42385000,1325172.22695000,1315957.26600000,1320394.87125000,1317775.42845000,1312069.32675000,1318633.57080000,1327778.40195000,1356229.77750000,1396902.69225000,1377252.13274999
A2756083700,391596.26991483,414928.70888000,416358.85016000,413463.58080000,414857.84200000,414034.83336000,412242.02040000,414304.45504000,417177.69016000,426116.89200000,438896.00680000,432721.95320000
